Gene;Swissprot;Mercator;NST_FT_FPKM;NST_75_FPKM;NST_55_FPKM;NST_35_FPKM;NST_AD_FPKM;NST_RH_FPKM
Xvis03_219039;NA;not assigned-unknown;4.47;4.98;4.02;2.18;3.2;8.17
Xvis03_219040; Callose synthase 2 ;not assigned-no ontology;31.36;34.47;45.4;38.86;36.09;58.53
Xvis03_219041; Protein REVEILLE 1 ;not assigned-unknown;2.25;5.29;8.05;19.79;20.93;4.87
Xvis03_219042; Probable E3 ubiquitin_protein ligase HERC1 ;stress-biotic;1.5;0.76;1.1;0.95;1.4;0.42
Xvis03_219046; Putative disease resistance protein RGA3 ;stress-biotic;6.13;1.23;0.54;0.44;1.06;0.88
Xvis03_219047;NA;not assigned-unknown;0.87;2.99;0.71;1.45;4.27;3.71
Xvis03_219048; 60S ribosomal protein L9 ;protein-synthesis;35.14;38.7;26.79;15.48;12.44;37.78
Xvis03_219049;NA;not assigned-no ontology;0.17;0.08;0.03;0;0;0.54
Xvis03_219050; Uncharacterized calcium_binding protein C800.10c ;signalling-calcium;20.66;17.72;16.85;23.82;24.37;17.28
Xvis03_219051;NA;signalling-calcium;20.66;17.72;16.85;23.82;24.37;17.28
Xvis03_219052; Pentatricopeptide repeat_containing protein At4g25270, chloroplastic ;not assigned-no ontology-pentatricopeptide (PPR) repeat_containing protein;2.11;2.46;2.77;1.15;0.8;3.51
Xvis03_219053;NA;not assigned-unknown;74.19;95.85;128.62;113;126.99;373.84
Xvis03_219054; Lipid transfer_like protein VAS ;misc-protease inhibitor/seed storage/lipid transfer protein (LTP) family protein;4.75;10.86;3.92;4.65;7.64;9.3
Xvis03_219055; TPR repeat_containing thioredoxin TDX ;not assigned-no ontology-pentatricopeptide (PPR) repeat_containing protein;81.76;41.66;26.53;22.75;17.13;37.66
Xvis03_219056; Arginase 1, mitochondrial ;amino acid metabolism-degradation;20.92;13.29;11.67;7.68;7.19;15.55
Xvis03_219057; Histone H4 ;DNA-synthesis/chromatin structure;69.77;59.67;88.88;42.91;30.39;90.06
Xvis03_219058; Protein YLS9 ;not assigned-no ontology;1.15;0.53;0.42;0.48;0.36;4.2
Xvis03_219060; Leucoanthocyanidin dioxygenase ;secondary metabolism-flavonoids-anthocyanins;0;27.51;53.54;2.69;0.16;0.14
Xvis03_219061;NA;not assigned-unknown;1;0.76;0.2;0.27;0.09;2.01
Xvis03_219065; Xylulose kinase ;minor CHO metabolism-sugar kinases;29.89;8.4;5.24;5.45;4.77;31.78
Xvis03_219066;NA;not assigned-unknown;2.2;2.84;3.4;5;4.71;2.31
Xvis03_219067; Cytochrome P450 84A1 ;secondary metabolism-phenylpropanoids-lignin biosynthesis;5.01;0.09;0.03;0;0.02;4.08
Xvis03_219068; Kinesin_like protein NACK2 ;cell-organisation;1.21;0.56;0.29;0.64;0.48;2.02
Xvis03_219069;NA;not assigned-unknown;4.07;24.64;0.61;0.04;0;3.15
Xvis03_219070; CDPK_related kinase 3 ;protein-postranslational modification;4.58;3.41;2.76;1.99;2.94;2.81
Xvis03_219071; Serine/threonine_protein phosphatase 2A 65 kDa regulatory subunit A beta isoform ;protein-postranslational modification;23.71;27;30.45;16.06;18.92;31.21
Xvis03_219073; Pyridoxal reductase, chloroplastic ;minor CHO metabolism-others;2.95;3.27;4.17;1.81;1.65;11.41
Xvis03_219074; Embryogenesis_associated protein EMB8 ;development-late embryogenesis abundant;1.7;1.97;2.19;2.29;1.08;5.25
Xvis03_219076; Cytochrome b5 isoform E ;redox;0.44;0.26;0.17;0.31;0.25;0.21
Xvis03_219077;NA;not assigned-unknown;2.49;3.05;2.35;2.84;3.46;1.02
Xvis03_219078; DNA_directed RNA polymerase III subunit RPC10 ;not assigned-unknown;2.49;3.05;2.35;2.84;3.46;1.02
Xvis03_219079; Protein yippee_like At4g27745 ;not assigned-unknown;1.76;2.05;0.84;0.24;0.3;3.61
Xvis03_219080; Mitochondrial import inner membrane translocase subunit TIM23_1 ;protein-targeting;9.45;11.8;10.36;7.2;5.48;9.38
Xvis03_219082; Zinc finger HIT domain_containing protein 2 ;RNA-regulation of transcription;8.47;12.83;16.4;45.44;49.38;8.11
Xvis03_219083; Mitochondrial import inner membrane translocase subunit TIM23_1 ;protein-targeting;0.91;1.89;2.32;5.07;8.31;1.23
Xvis03_219085; Myb_related protein 308 ;RNA-regulation of transcription;1.26;0;0;0;0;0.36
Xvis03_219086; Short_chain dehydrogenase TIC 32, chloroplastic ;misc-short chain dehydrogenase/reductase (SDR);16.72;7.58;3.88;2.04;0.78;6.93
Xvis03_219087; E3 ubiquitin_protein ligase At4g11680 ;protein-degradation;4.41;10.09;12.38;15.94;17.53;8.19
Xvis03_219088; Homeobox_leucine zipper protein HDG1 ;RNA-regulation of transcription;3.61;1.89;1.77;1.95;1.84;3.62
Xvis03_219089; RHOMBOID_like protein 2 ;protein-degradation;0.4;0.01;0;0.03;0;1.04
Xvis03_219090; Probable methyltransferase PMT13 ;stress-abiotic;3.13;0.74;0.33;0.17;0.05;5.62
Xvis03_219092; Protein IQ_DOMAIN 31 ;signalling-calcium;0.11;0.01;0.03;0.13;0.02;1.28
Xvis03_219093; Scarecrow_like protein 28 ;RNA-regulation of transcription;15.17;11.41;5.47;3.52;3.08;12.84
Xvis03_219094; 5_formyltetrahydrofolate cyclo_ligase_like protein COG0212 ;C1 metabolism;4.92;3.47;3.25;2.54;2.03;6.64
Xvis03_219095; COP9 signalosome complex subunit 8 ;signalling-light;11.34;22.32;24.59;17.01;17.23;14.9
Xvis03_219097; Syntaxin_61 ;not assigned-unknown;5.45;5.9;4.2;3.16;3.72;2.89
Xvis03_219098; Ubiquitin carboxyl_terminal hydrolase 27 ;protein-degradation;4.19;5.9;5.09;3.92;3.32;7.7
Xvis03_219100; Cellulose synthase_like protein H1 ;cell wall-synthesis;0.79;3.1;2.91;0;0.1;0.01
Xvis03_219101;NA;cell wall-synthesis;6.65;9.31;6.82;0.42;0.11;0.76
Xvis03_219102; Probable serine/threonine_protein kinase At1g01540 ;protein-synthesis;1.5;3.02;2.13;1.4;1;2.02
Xvis03_219103; Probable receptor_like protein kinase At1g49730 ;signalling-receptor kinases;0.89;0.05;0.01;0;0;0.47
Xvis03_219104; Putative fluoride ion transporter CrcB 2 ;metal handling;17.01;3.38;3.09;1.77;1.59;8.21
Xvis03_219106; Ubiquitin_fold modifier 1 ;not assigned-unknown;3.48;1.44;1.13;0.21;0.43;6.02
Xvis03_219109;NA;not assigned-unknown;4.05;1.89;1.93;2.26;3.74;2.62
Xvis03_219110; Protein GrpE ;protein-folding;4.49;10.85;11.94;13.1;9.38;6.16
Xvis03_219111; F_box protein 7 ;protein-degradation;8.6;40.19;81.32;40.34;49.15;5.43
Xvis03_219112;NA;not assigned-unknown;8.6;40.19;81.32;40.34;49.15;5.43
Xvis03_219114; Ammonium transporter 3 member 1 ;transport-misc;23.44;6.27;4.12;1.23;1.75;17.82
Xvis03_219115; Subtilisin_like protease SBT3.3 ;not assigned-unknown;25.67;108.7;163.9;112.11;117.27;26.96
Xvis03_219117; Zinc finger protein STOP1 homolog ;RNA-regulation of transcription;3.51;4.27;6.03;2.34;5.99;3.96
Xvis03_219118; Uncharacterized protein At5g49945 ;not assigned-unknown;3.3;2.24;1.4;0.43;0.66;5.37
Xvis03_219119; Uncharacterized protein At5g49945 ;not assigned-unknown;3.3;2.24;1.4;0.43;0.66;5.37
Xvis03_219121; ATP_dependent RNA helicase DHX36 ;not assigned-no ontology;1.32;1.57;0.34;0.4;0.46;0.51
Xvis03_219122; Bifunctional aspartate aminotransferase and glutamate/aspartate_prephenate aminotransferase ;amino acid metabolism-synthesis;7.92;6.4;7.54;2.48;3.42;8.14
Xvis03_219123;NA;not assigned-no ontology;0;0.06;0;0;0;0.4
Xvis03_219124; Protein ECERIFERUM 7 ;RNA-processing;0.72;0.89;0.73;0.26;0.09;0.34
Xvis03_219126; Protein TPLATE ;not assigned-unknown;0.62;0.51;0.36;0.61;0.22;0.82
Xvis03_219127; Protein disulfide isomerase_like 5_2 ;redox;6.88;9.32;10.75;10.05;11.71;7.88
Xvis03_219129; ABC transporter G family member 25 ;transport-ABC transporters and multidrug resistance systems;5.34;6.81;14.86;33.98;45.77;6.09
Xvis03_219130; Dirigent protein 23 ;stress-biotic;0.53;0.36;0.43;0.12;0.21;6.3
Xvis03_219131; Dirigent protein 20 ;stress-biotic;28.46;4.68;0.89;0.8;0.89;51.24
Xvis03_219132; DAR GTPase 3, chloroplastic ;signalling-G_proteins;33.87;42.52;53.69;44.99;53.17;34.75
Xvis03_219133; Deoxycytidine kinase ;nucleotide metabolism-salvage;23.53;24.53;22.37;22.17;19.2;26.38
Xvis03_219134; Uncharacterized zinc finger protein At4g06634 ;RNA-regulation of transcription;29.3;15.99;11.78;9.83;11.1;10.52
Xvis03_219135; Myb_related protein 308 ;RNA-regulation of transcription;2.27;0.69;0.77;0.05;0;4.66
Xvis03_219136; Threonylcarbamoyladenosine tRNA methylthiotransferase ;Co_factor and vitamine metabolism;9.4;10.93;10.71;21.71;20.54;5.72
Xvis03_219137; Transmembrane protein 205 ;not assigned-unknown;17.78;300.14;336.85;317.05;271.14;8.76
Xvis03_219138; MLO_like protein 4 ;not assigned-unknown;0.13;0.96;0.7;0.89;3.27;0.43
Xvis03_219139; Ferredoxin_1, chloroplastic ;photosynthesis-lightreaction;488.09;416.02;479.23;542.71;384.67;985.98
Xvis03_219140; 5'_3' exonuclease ;DNA-synthesis/chromatin structure;5.34;3.89;4.83;3.83;4.07;4.26
Xvis03_219141; Serine hydroxymethyltransferase 6 ;C1 metabolism;7.36;4.98;6.63;6.84;7.13;5.96
Xvis03_219142; UPF0496 protein 4 ;not assigned-unknown;1.09;0.07;0.03;0.1;0.09;0.07
Xvis03_219143; SWI/SNF complex subunit SWI3C ;RNA-regulation of transcription;5.63;4.72;4.52;6.1;4.89;3.59
Xvis03_219144; NAC domain_containing protein 2 ;development-unspecified;10.35;20.17;3.94;1.37;5.46;1.41
Xvis03_219145; 30S ribosomal protein S16 ;not assigned-unknown;89.59;81.43;105.99;107.12;109.79;173.03
Xvis03_219146; E3 ubiquitin_protein ligase RGLG1 ;protein-degradation;22.88;29.13;17.65;1.89;4.79;8.65
Xvis03_219147;NA;RNA-regulation of transcription;7.19;11.25;11;5.78;6.95;19.78
Xvis03_219148; DNA_directed RNA polymerase subunit 10_like protein ;not assigned-unknown;57.75;31.46;30.6;33.88;38.69;79.05
Xvis03_219149; Probable NAD kinase 2, chloroplastic ;stress-abiotic;17.49;2.57;1.55;1.77;1.53;23.21
Xvis03_219150; 1_aminocyclopropane_1_carboxylate oxidase ;hormone metabolism-ethylene;3.75;27.16;25.92;11.44;15.13;0.47
Xvis03_219151;NA;RNA-processing;3.88;1.92;0.61;1.3;1.26;7.61
Xvis03_219152; Endoribonuclease Dicer homolog 4 ;RNA-processing;2.51;1.67;0.91;0.93;0.69;4.02
Xvis03_219153; NAD_dependent protein deacylase SRT2 ;RNA-regulation of transcription;8.94;10.04;9.6;9.86;11.17;13.21
Xvis03_219154; PsbP domain_containing protein 2, chloroplastic ;photosynthesis-lightreaction;3.55;0.85;0.57;0.58;0.49;10.19
Xvis03_219155; Amino_acid permease BAT1 homolog ;transport-amino acids;1.11;3.86;4.45;1.77;7.05;0.41
Xvis03_219156; Ultraviolet_B receptor UVR8 ;stress-abiotic;41.58;6.02;6.46;12.5;10.38;38.51
Xvis03_219157; Amino acid permease 3 ;transport-amino acids;35.98;29.6;44.63;20.32;21.78;28.08
Xvis03_222350; Lysine_specific demethylase JMJ25 ;RNA-regulation of transcription;0.54;0.56;0.44;1.21;1.28;0.4
Xvis03_219159; Leucine_rich repeat receptor_like tyrosine_protein kinase PXC3 ;signalling-receptor kinases;24.26;8.93;4.58;1.62;2.71;9.11
Xvis03_219160; Leucine_rich repeat receptor_like serine/threonine_protein kinase At1g17230 ;signalling-receptor kinases;24.26;8.93;4.58;1.62;2.71;9.11
Xvis03_219161;NA;not assigned-unknown;0.42;0.15;0.08;0.1;0.32;0.1
Xvis03_219162; GPN_loop GTPase 2 ;development-unspecified;1.46;1.16;1.1;0.51;0.6;0.47
Xvis03_219163; Paired amphipathic helix protein Sin3_like 1 ;RNA-regulation of transcription;0.7;0.35;0.37;0.29;0.7;0.26
Xvis03_219164;NA;not assigned-unknown;19.61;13.95;12.68;18.43;27.41;7.16
Xvis03_219165; Pentatricopeptide repeat_containing protein At3g26540 ;not assigned-no ontology-pentatricopeptide (PPR) repeat_containing protein;0.68;2.18;3.24;5.23;4.39;0.77
Xvis03_219166; Histone deacetylase 14 ;RNA-regulation of transcription;65.51;14.66;12.11;6.27;4.83;43.46
Xvis03_219167; NAC transcription factor 29 ;development-unspecified;1;0;0.02;0;0;3.54
Xvis03_219168; Probable 3_deoxy_D_manno_octulosonic acid transferase, mitochondrial ;minor CHO metabolism-others;3.13;3.73;2.56;1.64;1.37;1.83
Xvis03_219169; mRNA cap guanine_N7 methyltransferase 2 ;RNA-processing;6.09;10.24;13.37;16.94;15.59;6.01
Xvis03_219170;NA;not assigned-unknown;6.09;10.24;13.37;16.94;15.59;6.01
Xvis03_219171; Uncharacterized protein HI_0077 ;not assigned-unknown;0.84;1.1;2.17;3.56;3.59;1.01
Xvis03_219172; Threonine synthase, chloroplastic ;amino acid metabolism-synthesis;7.69;17.99;22.08;33.36;37.67;19.17
Xvis03_219173; Ankyrin repeat domain_containing protein 2 ;RNA-regulation of transcription;122.27;155.97;127.6;65.41;66.75;101.36
Xvis03_219174; UPF0664 stress_induced protein C29B12.11c ;not assigned-unknown;31.58;113.39;148.59;90.63;105.02;28.79
Xvis03_219175;NA;transport-amino acids;5.04;3.15;1.89;1.58;1.69;6.72
Xvis03_219176;NA;not assigned-unknown;56.33;5.39;6.04;7.23;6.87;164.64
Xvis03_219177; Transcription factor BTF3 ;RNA-regulation of transcription;83.7;135.41;138.51;112.21;114.25;112.01
Xvis03_219178; Calnexin homolog 1 ;signalling-calcium;124.34;141.35;145.6;144.51;147.25;153.48
Xvis03_219179;NA;not assigned-unknown;0.19;0.8;0.04;0.25;0.3;3.31
Xvis03_219180;NA;not assigned-unknown;1.16;0.03;0.14;0.57;0;1.55
Xvis03_219181;NA;cell-division;8.25;10.1;12.24;9.02;7.71;4.57
Xvis03_219182; DNA polymerase zeta processivity subunit ;cell-division;13.58;19.42;21.26;17.42;14.33;14.79
Xvis03_219183; 40S ribosomal protein S27_2 ;protein-synthesis-ribosome biogenesis;66.48;101.85;73.67;18.29;19.64;112.99
Xvis03_219184; Putative leucine_rich repeat receptor_like serine/threonine_protein kinase At3g53590 ;not assigned-unknown;4.02;2.49;2.58;1.67;1.52;8.88
Xvis03_219185; Transaldolase ;pentose phosphate pathway;93.16;194.23;198.66;76.56;93.2;56.68
Xvis03_219187; Glycine__tRNA ligase, mitochondrial 1 ;protein-aa activation;111.52;67.9;70.92;88.52;83.18;36.43
Xvis03_219188; Copper transport protein CCH ;not assigned-unknown;1.17;0.03;0;0.05;0.1;0.81
Xvis03_219189; Separase ;not assigned-unknown;35.77;19.01;37.89;54.01;44.6;12.94
Xvis03_219190;NA;not assigned-unknown;81.67;41.54;74.18;92.53;78.67;29.44
Xvis03_219191; Pyrophosphate__fructose 6_phosphate 1_phosphotransferase subunit alpha ;not assigned-unknown;0.09;0.05;0.05;0.2;0.19;0
Xvis03_219192;NA;not assigned-unknown;35.77;19.01;37.89;54.01;44.6;12.94
Xvis03_219193; Separase ;not assigned-unknown;2.58;2.48;4.21;10.44;9.98;2.84
Xvis03_219194; Pentatricopeptide repeat_containing protein At3g26782, mitochondrial ;not assigned-no ontology-pentatricopeptide (PPR) repeat_containing protein;0.36;0.81;0.91;0.64;0.51;0.49
Xvis03_219196; Auxin response factor 2 ;RNA-regulation of transcription;9.77;17.11;8.98;10;13.05;5.64
Xvis03_219197; Light_regulated protein ;not assigned-unknown;313.1;622.75;871.76;852.22;1053.32;34.09
Xvis03_219198; Inactive leucine_rich repeat receptor_like protein kinase CORYNE ;signalling-receptor kinases;6.37;0.76;0.42;0.66;0.39;8.75
Xvis03_219199; WD repeat_containing protein 74 ;not assigned-unknown;10.12;9.74;6.82;9.92;9.38;5.98
Xvis03_219200; ADP_ribosylation factor GTPase_activating protein AGD3 ;signalling-G_proteins;7.82;3.99;1.94;1.44;1.71;7.92
Xvis03_219205; Probable isoaspartyl peptidase/L_asparaginase 2 ;amino acid metabolism-degradation;44.65;6.92;33.66;28.67;6.85;0.03
Xvis03_219208; Ribosomal RNA large subunit methyltransferase E ;RNA-processing;1.15;1.19;1.37;2.31;2.33;0.72
Xvis03_219210; Glucan endo_1,3_beta_glucosidase ;misc-beta 1,3 glucan hydrolases;1.12;1.61;1.47;0.97;0.85;2.81
Xvis03_219211; Metallothionein_like protein 4A ;metal handling;6209.23;1259.84;919.75;120.25;116.36;1610.99
Xvis03_219213; Fasciclin_like arabinogalactan protein 4 ;cell wall-cell wall proteins;3.17;0.55;0.09;0.13;0.05;9.89
Xvis03_219214; Epsin ;not assigned-no ontology-epsin N_terminal homology (ENTH) domain_containing protein;9.56;165.25;290.42;162.58;170.78;5.33
Xvis03_219215;NA;not assigned-unknown;2.99;1.9;1.47;2.87;1.65;1.99
Xvis03_219216; Vacuolar protein sorting_associated protein 18 homolog ;protein-targeting;2.99;1.9;1.47;2.87;1.65;1.99
Xvis03_219217;NA;not assigned-unknown;15.52;15.25;9.54;19.9;5.72;11.38
Xvis03_219218;NA;protein-targeting;11.74;8.97;7.7;12.31;9.16;9.48
Xvis03_219220; Diacylglycerol kinase 5 ;lipid metabolism-Phospholipid synthesis;0.12;0.06;0.39;0.73;0.99;0.1
Xvis03_219221; Protein THYLAKOID FORMATION 1, chloroplastic ;protein-targeting;4.27;1.89;0;0;0;0
Xvis03_219224; Organic cation/carnitine transporter 4 ;transport-misc;0.36;6.87;15.17;21.71;24.74;0.42
Xvis03_219226; Kinesin_5 ;cell-organisation;0;0.1;0.04;0.66;0.23;0
Xvis03_219227; Kinesin_1 ;cell-organisation;1.22;1.4;1.1;2.1;2.01;0.87
Xvis03_219228; Thioredoxin_like protein CXXS1 ;redox;1.59;0.08;0.06;0;0.06;0.14
Xvis03_219229; Cyclin_U1_1 ;cell-cycle;3.39;1.8;1.29;2.11;1.01;5.59
Xvis03_219230; Zinc finger CCCH domain_containing protein 13 ;not assigned-unknown;32.11;25.02;18.95;26.52;26.17;24.26
Xvis03_219231; Phosphatidate cytidylyltransferase 2 ;lipid metabolism-Phospholipid synthesis;1.49;1.51;1.04;2.11;1.01;0.61
Xvis03_219233; Protein trichome birefringence_like 18 ;development-unspecified;2.5;2.33;1.94;1.15;1.14;2.14
Xvis03_219236; Glutamate receptor 3.4 ;signalling-in sugar and nutrient physiology;0.67;1.72;1.24;1.62;1.71;0.84
Xvis03_219240; Probable ubiquitin_conjugating enzyme E2 23 ;protein-degradation;0.49;0.46;0.33;1;0.97;0.76
Xvis03_219241; Cell differentiation protein RCD1 homolog ;RNA-regulation of transcription;0.04;0;0.1;0.15;0.54;0
Xvis03_219243; Ethylene_responsive transcription factor 4 ;hormone metabolism-ethylene;4.98;5.85;10.22;5.45;5.95;7.66
Xvis03_219244; Superoxide dismutase [Cu_Zn] 4A ;redox;5.02;12.7;6;5.74;6.59;3.92
Xvis03_219249; Wall_associated receptor kinase_like 9 ;signalling-receptor kinases;0;0;0.03;0;0.07;0
Xvis03_219251; Phenylalanine__tRNA ligase, chloroplastic/mitochondrial ;protein-aa activation;5.18;5.38;4.37;2.46;2.5;9.16
Xvis03_219255; ABC transporter F family member 4 ;transport-ABC transporters and multidrug resistance systems;1.52;2.73;0.96;0.37;3.62;0.23
Xvis03_219256; Acetyl_coenzyme A carboxylase carboxyl transferase subunit alpha, chloroplastic ;lipid metabolism-fatty acids;2.91;1.91;1.77;2.78;2.97;1.27
Xvis03_219257; Transcription termination factor 3, mitochondrial ;RNA-regulation of transcription;0.37;0.62;0;0;0;0
Xvis03_219258; AP_5 complex subunit mu ;cell-vesicle transport;1.03;1.87;0.52;0.5;0.37;0.3
Xvis03_219259;NA;misc-acid and other phosphatases;0;0.07;0.11;0.17;0.2;0.01
Xvis03_219260; Craniofacial development protein 1 ;not assigned-unknown;4.3;3.91;5.6;5.4;4.8;4.21
Xvis03_219264; Protein trichome birefringence_like 10 ;not assigned-unknown;0.69;0.18;0.21;0.11;0.22;1.08
Xvis03_219266; Pentatricopeptide repeat_containing protein At1g50270 ;RNA-processing;0.09;0.28;0.17;0.22;0.42;0.03
Xvis03_219267; F_box protein SKIP5 ;protein-degradation;3.01;2.93;1.13;3.12;3.14;2.1
Xvis03_219269; Two_component response regulator ARR9 ;not assigned-unknown;1.13;0.02;0;0;0;1.31
Xvis03_219271; Pyridoxal 5'_phosphate synthase subunit PdxS ;amino acid metabolism-synthesis;11.85;7.8;6.01;4.5;5.69;15.87
Xvis03_219272; Zinc finger protein WIP6 ;RNA-regulation of transcription;2.43;0.05;0.04;0;0;0.09
Xvis03_219273; Uncharacterized protein At5g64816 ;not assigned-unknown;27.94;18.64;11;4.75;3.38;33.37
Xvis03_219275; H/ACA ribonucleoprotein complex subunit 4 ;protein-synthesis;9.76;12.01;8.27;13.56;10.91;10.04
Xvis03_219276; ABC transporter A family member 1 ;transport-ABC transporters and multidrug resistance systems;31.74;23.14;25.67;39.63;45.13;20.84
Xvis03_219277;NA;not assigned-no ontology;21.96;16.58;14.3;24.76;26.94;15.87
Xvis03_219278; Pentatricopeptide repeat_containing protein At2g41720 ;development-unspecified;13.13;22.11;24.29;32.73;41.23;16.09
Xvis03_219279;NA;not assigned-unknown;13.13;22.11;24.29;32.73;41.23;16.09
Xvis03_219280; ABC transporter G family member 15 ;transport-ABC transporters and multidrug resistance systems;24.33;11.11;10.86;18.24;13.18;31.75
Xvis03_219281; Tetraketide alpha_pyrone reductase 1 ;misc-alcohol dehydrogenases;59.96;58.99;61.75;42.38;49.43;64.15
Xvis03_219282; Magnesium transporter MRS2_F ;transport-misc;59.96;58.99;61.75;42.38;49.43;64.15
Xvis03_219285; bZIP transcription factor 49 ;RNA-regulation of transcription;9.28;9.71;9.94;17.88;18.5;15.92
Xvis03_219286;NA;not assigned-unknown;0.16;0;0;0.03;0;0.4
Xvis03_219288; Chloroplast stem_loop binding protein of 41 kDa a, chloroplastic ;RNA-regulation of transcription;21.13;6.93;6.34;7.01;5.11;58.79
Xvis03_219289; Nudix hydrolase 16, mitochondrial ;not assigned-unknown;1.91;0.85;0.42;1.67;0.8;2.16
Xvis03_219292;NA;not assigned-unknown;0.11;0.35;0.86;0.86;1.35;0
Xvis03_219293; Peptidyl_prolyl cis_trans isomerase CYP22 ;cell-cycle;13.96;11.45;7.4;3.12;2.89;20.44
Xvis03_219294;NA;not assigned-unknown;2.4;2.65;1.75;0.85;0.61;3.94
Xvis03_219295; Copper transport protein ATX1 ;not assigned-no ontology;0.76;0.09;0.09;0.15;0.16;0.85
Xvis03_219298; Stem_specific protein TSJT1 ;metal handling;59.3;8.67;3.66;4.35;1.72;59.91
Xvis03_219301; Hydroxymethylglutaryl_CoA lyase, mitochondrial ;amino acid metabolism-degradation;5.41;3.8;5.12;1.59;2.22;8.81
Xvis03_219303; Putative transcription factor bHLH107 ;RNA-regulation of transcription;3.48;2.38;3.34;2.33;2.91;3.13
Xvis03_219304; F_box protein At2g32560 ;protein-degradation;0.38;1.52;1.23;1.29;0.78;1.83
Xvis03_219306; NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6 ;mitochondrial electron transport / ATP synthesis;11.25;17.85;15.32;9.96;10.77;12.44
Xvis03_219308; Ribosomal biogenesis protein LAS1L ;not assigned-unknown;0.48;0.07;0.29;0.24;0.2;0
Xvis03_219310;NA;misc-O_methyl transferases;2.31;3.52;2.88;6.49;5.57;0.88
Xvis03_219311; Putative disease resistance protein RGA3 ;stress-biotic;2.31;3.52;2.88;6.49;5.57;0.88
Xvis03_219312;NA;not assigned-unknown;2.75;2.95;2.48;2.2;1.7;4.32
Xvis03_219313; CASP_like protein 5B2 ;not assigned-unknown;8.68;4.09;3.79;2.33;2.43;16.32
Xvis03_219314; CASP_like protein 5B2 ;not assigned-unknown;8.68;4.09;3.79;2.33;2.43;16.32
Xvis03_219315;NA;not assigned-unknown;9.88;2.28;2.81;2.57;1.36;11.14
Xvis03_219317; Transcription factor HBP_1b(c1) (Fragment) ;RNA-regulation of transcription;21.96;39.77;50.71;29.82;33.76;16.05
Xvis03_219318;NA;not assigned-unknown;12.05;2.99;2.21;2.84;1.42;12.28
Xvis03_219319; Protein ZINC INDUCED FACILITATOR_LIKE 1 ;not assigned-unknown;14.1;21.08;25.98;9.81;9.65;4.66
Xvis03_219321; Protein ZINC INDUCED FACILITATOR_LIKE 1 ;not assigned-unknown;7.67;0.29;0.07;0;0.22;0.31
Xvis03_219322; Putative 4_hydroxy_4_methyl_2_oxoglutarate aldolase 2 ;C1 metabolism;1.1;0;0;0;0.04;0.95
Xvis03_219323; Putative 4_hydroxy_4_methyl_2_oxoglutarate aldolase 2 ;C1 metabolism;1.1;0;0;0;0.04;0.95
Xvis03_219325; Heavy metal_associated isoprenylated plant protein 26 ;metal handling-binding, chelation and storage;77.17;2.45;0.53;0.38;0.28;31.35
Xvis03_219326; F_box protein At4g35930 ;not assigned-unknown;1.9;1.5;3.4;9.41;8.21;0.9
Xvis03_219328; SKP1_like protein 4 ;protein-degradation;7.8;10.52;12.54;12.8;12.19;9.85
Xvis03_219329; U11/U12 small nuclear ribonucleoprotein 25 kDa protein ;protein-degradation;6.77;8.13;8.73;9.25;8.21;8.96
Xvis03_219330; Rac_like GTP_binding protein RAC1 ;signalling-G_proteins;17.44;8.5;8.84;17.8;24.08;36.77
Xvis03_219331; Receptor_like cytosolic serine/threonine_protein kinase RBK1 ;protein-postranslational modification;4.97;2.02;1.37;7.11;7.28;3.78
Xvis03_219332; E3 ubiquitin_protein ligase UPL3 ;protein-degradation;26.89;27.65;32.36;76.02;78.28;33.36
Xvis03_219333; Cell cycle checkpoint protein RAD17 ;DNA-synthesis/chromatin structure;1.96;0.94;0.82;0.52;0.37;1.62
Xvis03_219334; Alpha_mannosidase ;misc-gluco_, galacto_ and mannosidases;6.63;13.38;11.58;12.76;12.98;12.98
Xvis03_219335; Subtilisin_like protease SBT1.6 ;protein-degradation;14.37;9.13;0.99;0.06;0.05;19.54
Xvis03_219336; DEAD_box ATP_dependent RNA helicase 28 ;protein-synthesis;18.36;19.36;12.78;16.52;14.82;10.27
Xvis03_219337; Probable LRR receptor_like serine/threonine_protein kinase At4g08850 ;signalling-receptor kinases;0.74;0.27;0.03;0.02;0.02;1.96
Xvis03_219338; Pre_rRNA_processing protein TSR1 homolog ;not assigned-no ontology;2.95;2.39;1.64;1.4;1.49;3.58
Xvis03_219339;NA;not assigned-unknown;0;0.01;0;0;0;1.39
Xvis03_219340; Thaumatin_like protein 1 ;stress-biotic;10.44;11.89;3.25;0.76;0.18;66.53
Xvis03_219341; Auxin transporter_like protein 2 ;hormone metabolism-auxin;0.24;0.4;0.45;0.02;0.12;0.1
Xvis03_219342; Glycine_rich protein 2 ;stress-abiotic;3.77;3.74;10.39;48.7;50.79;10.48
Xvis03_219343; Ferredoxin__NADP reductase, chloroplastic ;photosynthesis-lightreaction;354.81;62.33;49.09;43.62;42.42;299.58
Xvis03_219344; Chaperone protein dnaJ 11, chloroplastic ;stress-abiotic;40.96;48.51;86.07;73.09;88.64;60.9
Xvis03_219345; Chaperone protein dnaJ 11, chloroplastic ;stress-abiotic;0.11;0.12;0.54;3.92;2.2;1.19
